tree_lat,tree_lon,bearing,road_lat,road_lon,CONDITIE
51.989207427972964,4.333832697022404,354.28038927560283,51.98910730449394,4.333848981697202,Matig
52.00745315258482,4.357565346899578,215.39584654198254,52.007454596858715,4.357567014058234,Redelijk
52.00731487753455,4.357688556316798,36.50159295332929,52.007272150749095,4.357637191770304,Redelijk
51.988516807718774,4.333381956848022,235.93784976692498,51.988610973401116,4.333608126915165,Matig
52.00768282753014,4.357196880690731,215.65804044518651,52.007693481544145,4.357209298509579,Redelijk
52.007794202390436,4.357100796193098,215.65797292155585,52.00780511789195,4.357113518789519,Redelijk
51.98864995838235,4.333478224908403,235.93773576631946,51.98869029315274,4.3335751022155256,Matig
51.9905059135376,4.333417727721176,239.73658129762472,51.99054651561529,4.333530726885919,Redelijk
51.99054846266633,4.333455428321338,239.73654380970453,51.990572202143326,4.33352149738047,Redelijk
51.990482321907116,4.333493455084177,239.73657693549694,51.99050152296853,4.3335468933323105,Redelijk
52.00756678946882,4.357469896430686,35.395770927542515,52.00756675195761,4.357469853130638,Redelijk
52.007782549473525,4.357284254555817,35.39564681481602,52.00778188202344,4.357283484102791,Redelijk
51.9901144093501,4.333632963170367,265.939816671167,51.99011625354224,4.3336751537702325,Matig
51.989560147283576,4.3335533846115,285.05191992587106,51.98955278121524,4.333597865025408,Matig
51.98951981453044,4.333545363447612,285.051907466339,51.989512232162234,4.333591150000313,Matig
51.9894824236327,4.333520558732625,285.0519021408539,51.98947184123004,4.333584461160423,Matig
51.98831006103576,4.333549150316162,231.57784171633296,51.98838912590656,4.333711008205575,Matig
51.988270913461385,4.333302111747729,231.57791806177056,51.98845494666074,4.333678855868461,Slecht
51.988308380092064,4.333371494242565,231.57787760562505,51.98845783249713,4.3336774461856695,Matig
51.98836505582035,4.333367614655438,231.57783765286194,51.988505119829334,4.333654347115094,Matig
51.99688277402908,4.332022124479928,13.173343419519199,51.99685559720538,4.332011793338714,Redelijk
51.99067613996323,4.332983799744932,178.64034367841873,51.99069388369375,4.332983115832406,
51.991408279122396,4.333334992219838,179.80614593444568,51.991460705517376,4.333334704162719,Slecht
51.991001365877366,4.333539922251906,3.8384844566217566,51.99094330971794,4.333533596580789,Matig
51.990912653206784,4.333446346783482,183.83849205703368,51.990952345049806,4.333450671519177,Redelijk
51.990779715182846,4.333464146970674,58.44476051863711,51.99077354189974,4.333447822987156,Matig
51.990883101424295,4.333703051328573,183.83849458297456,51.99092435652987,4.333707546393908,Matig
51.99083684460436,4.333822146992164,151.96867207261437,51.99085896713235,4.333803019815307,Matig
51.99020993900495,4.333812280391565,66.52761092535263,51.990171450452074,4.333668345422407,Matig
51.99012337177762,4.333734423928433,85.93977600537517,51.99012077238745,4.333674956247115,Matig
51.98910233689498,4.33285790248746,1.5402420477802252,51.989084443498086,4.332857121190586,Matig
51.99503818942323,4.342151353594467,183.37248990522383,51.995046239089774,4.342152123997111,Redelijk
51.98908387070967,4.333081271614079,187.530402790911,51.98908678466648,4.333081897134664,Matig
51.98472369662518,4.3337194065612525,354.4480105573522,51.98463613950828,4.333733225974233,Matig
51.98474756896707,4.333856725512638,354.4480135000932,51.984657866432016,4.333870883543661,Matig
51.99044049809927,4.333452432355278,239.7366148177497,51.99047753601997,4.3335555121566305,Redelijk
51.984895987692624,4.333577115916022,174.67315968082949,51.984943660825486,4.333569898427878,Matig
51.984798028385335,4.333503947781081,34.61310446489506,51.984752862653046,4.333453331610691,Matig
51.98469981448464,4.333582015193156,48.19979580941856,51.98466018950299,4.333510055686439,Matig
51.98453405263957,4.333923465655815,354.645879943848,51.98450525723811,4.333927847564731,Matig
52.008748674154276,4.331477261764449,27.73425581550805,52.00870151139295,4.331436976905817,Matig
52.00882205542246,4.3315149778698,196.30198824522532,52.00885569740903,4.331530961997745,Matig
52.008738582535294,4.3318213562735535,16.302016289580877,52.008721565490944,4.331813271060941,Matig
52.008409940124956,4.331854103768507,26.948377626339777,52.00837342240394,4.331823943079411,Matig
52.008380547817524,4.331886301556728,26.94839294651888,52.00834569436326,4.33185751541759,Matig
52.0083466089207,4.331930725052865,26.94841039038556,52.00831011985945,4.331900588034427,Redelijk
52.00831958179753,4.33195503069103,26.948424643982378,52.00828722593427,4.331928307360407,Redelijk
52.01112713888623,4.331399358258226,164.20104727562318,52.01116131977183,4.331383645166155,
52.01101445405253,4.331531495462189,207.2310875972061,52.011056475388905,4.33156662870386,Matig
52.01090593021142,4.331661552946683,206.23481375505975,52.01094987977008,4.331696741635167,Matig
