tree_lat,tree_lon,bearing,road_lat,road_lon,CONDITIE,original_lat,original_lon,adjustment
51.98920742797298,4.333832697022405,336.3042833311516,51.98911533131316,4.333898333193366,Matig,51.98910730449394,4.333848981697206,-5m
51.98920742797298,4.333832697022405,10.662994444094636,51.98909927767472,4.333799630201046,Matig,51.98910730449394,4.333848981697206,+5m
52.007453152584844,4.3575653468995785,329.7711534929745,52.00741680570834,4.357599752857109,Redelijk,52.00745459685873,4.357567014058223,-5m
52.007453152584844,4.3575653468995785,154.01175832039814,52.00749238800912,4.35753427525934,Redelijk,52.00745459685873,4.357567014058223,+5m
52.00731487753455,4.357688556316798,8.365279079672803,52.00723371135926,4.357669166968653,Redelijk,52.007272150749095,4.357637191770304,-5m
52.00731487753455,4.357688556316798,63.865105708831436,52.0072939,4.3576191,Redelijk,52.007272150749095,4.357637191770304,+5m
51.98851680771883,4.333381956848023,222.24621433089777,51.988657132451415,4.333588908640517,Matig,51.98861097340116,4.333608126915145,-5m
51.98851680771883,4.333381956848023,252.37592102090895,51.98856481435091,4.333627345189774,Matig,51.98861097340116,4.333608126915145,+5m
52.00768282753017,4.357196880690731,165.6903449813525,52.00773142901476,4.357176741030012,Redelijk,52.00769348154416,4.357209298509566,-5m
52.00768282753017,4.357196880690731,314.59216980287147,52.00765553407356,4.3572418559891215,Redelijk,52.00769348154416,4.357209298509566,+5m
52.00779420239042,4.357100796193097,165.97070454993582,52.00784306536254,4.357080961309973,Redelijk,52.00780511789194,4.357113518789526,-5m
52.00779420239042,4.357100796193097,314.12309829177894,52.00776717042134,4.357146076269081,Redelijk,52.00780511789194,4.357113518789526,+5m
51.98864995838237,4.333478224908404,208.9389044127778,51.988736452203014,4.333555883940889,Matig,51.98869029315276,4.333575102215518,-5m
51.98864995838237,4.333478224908404,274.6573978492429,51.98864413410251,4.333594320490147,Matig,51.98869029315276,4.333575102215518,+5m
51.99050591353762,4.333417727721175,214.0212797794834,51.9905935702784,4.333513819530086,Redelijk,51.99054651561531,4.333530726885915,-5m
51.99050591353762,4.333417727721175,274.6116560938697,51.990499460952215,4.333547634241741,Redelijk,51.99054651561531,4.333530726885915,+5m
51.99054846266633,4.333455428321339,203.1527746307297,51.99061925680642,4.333504590024642,Redelijk,51.990572202143326,4.33352149738047,-5m
51.99054846266633,4.333455428321339,294.5272456061334,51.990525147480234,4.333538404736298,Redelijk,51.990572202143326,4.33352149738047,+5m
51.99048232190714,4.333493455084178,198.7536123573887,51.99054857763164,4.333529985976477,Redelijk,51.99050152296855,4.333546893332304,-5m
51.99048232190714,4.333493455084178,301.96716045240277,51.9904548801025,4.333564862536039,Redelijk,51.99050152296855,4.333546893332304,+5m
52.00756678946885,4.357469896430687,331.9857170797805,52.00752896080724,4.3575025919295065,Redelijk,52.00756675195763,4.357469853130624,-5m
52.00756678946885,4.357469896430687,151.87556009689337,52.007604543108016,4.357437114331738,Redelijk,52.00756675195763,4.357469853130624,+5m
52.00778254947356,4.357284254555817,332.90236766582797,52.00774409087307,4.357316222901657,Redelijk,52.00778188202346,4.357283484102774,-5m
52.00778254947356,4.357284254555817,150.94245548023434,52.00781967317385,4.357250745303889,Redelijk,52.00778188202346,4.357283484102774,+5m
51.990114409350085,4.333632963170368,203.88878377838574,51.99016573016657,4.333669875040349,Matig,51.990116253542226,4.3336751537702325,-5m
51.990114409350085,4.333632963170368,330.40340430056125,51.99006630124011,4.3336773372339294,Matig,51.990116253542226,4.3336751537702325,+5m
51.989560147283626,4.333553384611502,217.69119230851635,51.98960210939737,4.333606033896351,Matig,51.98955278121528,4.333597865025416,-5m
51.989560147283626,4.333553384611502,338.475184297713,51.989503453033194,4.33358969615448,Matig,51.98955278121528,4.333597865025416,+5m
51.98951981453048,4.333545363447612,218.51675992731936,51.989561560344356,4.333599318871255,Matig,51.98951223216227,4.33359115000032,-5m
51.98951981453048,4.333545363447612,337.85144612637544,51.98946290398018,4.333582981129384,Matig,51.98951223216227,4.33359115000032,+5m
51.9894824236327,4.333520558732625,228.87880762124965,51.98952116941213,4.333592630031359,Matig,51.98947184123004,4.333584461160423,-5m
51.9894824236327,4.333520558732625,330.1928405397969,51.989422513047955,4.333576292289487,Matig,51.98947184123004,4.333584461160423,+5m
51.98831006103578,4.333549150316163,214.79528009789067,51.98843405231266,4.333689062407894,Matig,51.98838912590657,4.333711008205567,-5m
51.98831006103578,4.333549150316163,253.2166436677481,51.98834419950048,4.333732954003243,Matig,51.98838912590657,4.333711008205567,+5m
51.988270913461406,4.33330211174773,223.66005988044913,51.98849987306684,4.33365691007078,Slecht,51.98845494666075,4.333678855868453,-5m
51.988270913461406,4.33330211174773,240.4653162773538,51.98841002025466,4.3337008016661285,Slecht,51.98845494666075,4.333678855868453,+5m
51.98830838009207,4.333371494242565,221.98015760183785,51.98850275890322,4.3336555003879935,Matig,51.98845783249713,4.333677446185667,-5m
51.98830838009207,4.333371494242565,242.63206556460455,51.98841290609104,4.333699391983342,Matig,51.98845783249713,4.333677446185667,+5m
51.98836505582035,4.333367614655438,221.42963155830654,51.988550461802134,4.33363332085917,Matig,51.988505119829334,4.333654347115094,-5m
51.98836505582035,4.333367614655438,243.41280566445278,51.98846019342324,4.3336762929127675,Matig,51.988505119829334,4.333654347115094,+5m
51.99688277402911,4.332022124479928,75.00749963692681,51.99687336402639,4.3319650564146395,Redelijk,51.99685559720538,4.3320117933387055,-5m
51.99688277402911,4.332022124479928,333.49272944679126,51.99683783038437,4.332058530262771,Redelijk,51.99685559720538,4.3320117933387055,+5m
