x,y
14.850730,101.760355
14.851062,101.760537
14.851384,101.760681
14.851445,101.760709
14.852089,101.760958
14.852683,101.761248
14.853514,101.761716
14.853939,101.761953
14.854173,101.762114
14.855296,101.762922
14.855531,101.763026
14.855738,101.763080
14.855987,101.763101
14.856444,101.763080
14.857999,101.762887
14.858974,101.762801
14.859523,101.762804
14.859658,101.762812
14.860405,101.762865
14.861826,101.763077
14.864885,101.763552
14.865241,101.763640
14.865490,101.763726
14.866326,101.764131
14.866668,101.764249
14.866959,101.764314
14.867097,101.764330
14.867543,101.764392
14.868117,101.764438
14.868483,101.764468
14.868773,101.764514
14.869657,101.764599
14.892220,101.821937
14.891164,101.820901
14.890528,101.820284
14.890036,101.819838
14.889748,101.819763
14.889522,101.819704
14.888089,101.819354
14.887786,101.819281
14.884896,101.818556
14.883550,101.818256
14.880374,101.817520
14.880107,101.817462
14.878277,101.817027
14.877945,101.816904
14.877717,101.816765
14.877572,101.816566
14.877349,101.816062
14.876691,101.814447
14.876147,101.813058
14.875924,101.812360
14.875902,101.812142
14.875882,101.811942
14.875882,101.811508
14.875975,101.810976
14.876681,101.807747
14.877085,101.805918
14.877314,101.805014
14.877347,101.804885
14.877380,101.804496
14.877396,101.804233
14.877417,101.803718
14.877280,101.802754
14.877225,101.802490
14.877158,101.802099
14.877059,101.801542
14.876931,101.800851
14.876916,101.800787
14.876911,101.800707
14.876754,101.799770
14.876591,101.798842
14.876438,101.798326
14.876311,101.797951
14.876292,101.797867
14.874931,101.793239
14.874743,101.792603
14.874505,101.791808
14.874353,101.791301
14.874169,101.790706
14.873976,101.790085
14.873949,101.789986
14.873486,101.788491
14.873362,101.788008
14.873331,101.787644
14.873310,101.787214
14.873383,101.786667
14.873393,101.786378
14.873352,101.786045
14.873279,101.785412
14.873303,101.785179
14.873355,101.784964
14.873684,101.784089
14.873791,101.783795
14.873829,101.783513
14.873818,101.783234
14.873770,101.783022
14.872899,101.780597
14.872761,101.780112
14.872543,101.778674
14.872161,101.775282
14.871719,101.772155
14.871549,101.770958
14.871445,101.770089
14.871393,101.769473
14.871368,101.768464
14.871420,101.767401
14.871435,101.767096
14.871497,101.765787
14.871512,101.764713
14.871406,101.764708
14.870888,101.764679
14.870029,101.764633
14.763686,101.710050
14.765201,101.710286
14.766550,101.710716
14.767318,101.710694
14.767548,101.710857
14.768558,101.712008
14.768651,101.712141
14.769388,101.713188
14.769519,101.713303
14.769699,101.713381
14.769917,101.713381
14.770005,101.713362
14.770380,101.713282
14.770664,101.713274
14.770882,101.713317
14.771089,101.713413
14.771283,101.713572
14.771814,101.714223
14.771957,101.714398
14.772790,101.715023
14.773079,101.715209
14.773918,101.715750
14.774136,101.715878
14.774305,101.716063
14.774447,101.716393
14.774532,101.716852
14.774607,101.717183
14.774691,101.717597
14.775036,101.719299
14.775129,101.719758
14.775228,101.720248
14.775277,101.720427
14.775339,101.720535
14.775386,101.720604
14.775453,101.720599
14.775609,101.720588
14.776854,101.720331
14.777574,101.720190
14.779053,101.719918
14.779248,101.719886
14.779362,101.719883
14.779430,101.719915
14.779513,101.720038
14.780094,101.720999
14.780405,101.721653
14.780630,101.722273
14.780778,101.723080
14.780817,101.723474
14.780820,101.723799
14.780755,101.724397
14.780758,101.724647
14.780820,101.725001
14.780978,101.725308
14.780996,101.725344
14.781419,101.725866
14.781481,101.725945
14.781537,101.726034
14.781595,101.726124
14.781719,101.726382
14.781764,101.726760
14.781744,101.727608
14.781733,101.728090
14.781699,101.728345
14.781605,101.728656
14.780672,101.730207
14.780578,101.730362
14.780467,101.730687
14.780436,101.730960
14.780445,101.731292
14.780516,101.731628
14.780535,101.731763
14.780580,101.731762
14.780690,101.731770
14.781204,101.731690
14.781577,101.731620
14.782464,101.731557
14.783213,101.731532
14.783852,101.731478
14.785267,101.731360
14.785441,101.731346
14.786297,101.731277
14.787018,101.731160
14.787653,101.731006
14.787848,101.730935
14.788006,101.730877
14.788310,101.730676
14.789088,101.730075
14.789409,101.729936
14.789863,101.729869
14.791183,101.729962
14.791844,101.730008
14.792248,101.730073
14.792622,101.730223
14.793403,101.730601
14.793887,101.730867
14.795983,101.732508
14.797085,101.733337
14.797926,101.733927
14.798431,101.734166
14.800113,101.734996
14.800150,101.735014
14.804932,101.737447
14.805648,101.737747
14.805693,101.737770
14.807825,101.738842
14.810432,101.740168
14.814669,101.742377
14.814719,101.742403
14.815590,101.742843
14.816088,101.743089
14.816572,101.743419
14.817518,101.744180
14.825689,101.750758
14.826405,101.751273
14.827051,101.751694
14.827473,101.751965
14.827598,101.752045
14.828140,101.752284
14.829359,101.752705
14.830087,101.752957
14.833200,101.753798
14.833245,101.753810
14.834148,101.754107
14.834771,101.754378
14.834910,101.754439
14.837020,101.755618
14.837388,101.755798
14.837798,101.755956
14.838710,101.756208
14.839231,101.756299
14.839752,101.756369
14.841013,101.756503
14.841098,101.756527
14.811452,101.712120
14.811261,101.713074
14.811139,101.714081
14.810877,101.715895
14.812763,101.712338
14.811452,101.712120
14.810988,101.712011
14.810312,101.711852
14.810104,101.711863
14.810052,101.711927
14.810107,101.712059
14.810457,101.712925
14.810561,101.712979
14.811261,101.713074
14.774826,101.711458
14.775042,101.711600
14.775319,101.711683
14.775536,101.711673
14.775765,101.711565
14.776231,101.711222
14.826470,101.700442
14.828801,101.700384
14.827660,101.699270
14.828796,101.699330
14.776138,101.717574
14.775534,101.717579
14.774691,101.717597
14.777144,101.712220
14.777013,101.710892
14.827867,101.698079
14.828814,101.698065
14.829561,101.698054
14.830239,101.698052
14.831445,101.698026
14.832182,101.698036
14.832514,101.698090
14.832576,101.698154
14.832216,101.699745
14.829537,101.697135
14.829561,101.698054
14.829489,101.699384
14.776294,101.718099
14.776989,101.718099
14.777262,101.719055
14.777574,101.720190
14.831445,101.697167
14.831445,101.698026
14.831396,101.699423
14.845423,101.680913
14.845432,101.680750
14.845433,101.680697
14.845418,101.679612
14.845425,101.679542
14.845429,101.679499
14.845508,101.678295
14.845536,101.678202
14.845581,101.678022
14.845747,101.677727
14.845823,101.677565
14.845855,101.677493
14.845964,101.677238
14.846257,101.676207
14.846357,101.675936
14.846502,101.675530
14.846628,101.675307
14.846758,101.675152
14.846908,101.675039
14.847221,101.674863
14.847487,101.674634
14.847764,101.674336
14.848059,101.673896
14.848573,101.672984
14.848744,101.672794
14.848967,101.672647
14.849200,101.672598
14.849553,101.672620
14.851036,101.672850
14.851419,101.672861
14.851839,101.672754
14.852695,101.672362
14.853015,101.672263
14.853525,101.672201
14.854302,101.672148
14.855562,101.671784
14.855902,101.671694
14.812807,101.711018
14.812763,101.712338
14.812801,101.713226
14.830325,101.697028
14.830239,101.698052
14.830229,101.699380
14.785847,101.682969
14.786464,101.683646
14.787481,101.684663
14.788432,101.685667
14.789133,101.686503
14.789782,101.687294
14.790311,101.688015
14.791224,101.689179
14.793318,101.691875
14.794012,101.692779
14.795506,101.694775
14.796017,101.695250
14.796453,101.695625
14.796909,101.695947
14.797435,101.696148
14.797788,101.696212
14.798223,101.696212
14.800080,101.696097
14.800817,101.696051
14.801692,101.695952
14.802819,101.695896
14.803241,101.695875
14.804274,101.695722
14.804819,101.695677
14.804974,101.695656
14.805699,101.695553
14.805677,101.695335
14.805714,101.694606
14.805856,101.694370
14.805975,101.694198
14.806472,101.693706
14.806958,101.693225
14.807040,101.693144
14.808449,101.691830
14.808523,101.691760
14.809084,101.691109
14.809142,101.691035
14.809174,101.691003
14.809228,101.690955
14.809614,101.690770
14.809917,101.690624
14.810287,101.690462
14.810387,101.690432
14.810663,101.690357
14.810879,101.690332
14.810934,101.690326
14.812987,101.690089
14.813627,101.689915
14.814031,101.689807
14.814345,101.689660
14.814551,101.689571
14.814712,101.689396
14.814858,101.689191
14.815131,101.688746
14.815262,101.688510
14.815428,101.688293
14.815529,101.688188
14.815755,101.688076
14.816023,101.687973
14.816856,101.687707
14.818960,101.687416
14.821063,101.687109
14.823729,101.686755
14.824812,101.686729
14.825321,101.686728
14.825583,101.686630
14.825669,101.686599
14.825767,101.686500
14.825907,101.686342
14.826018,101.686105
14.826052,101.686025
14.826146,101.685666
14.826335,101.684515
14.826415,101.684346
14.826695,101.684121
14.827509,101.683740
14.827971,101.683520
14.828173,101.683493
14.828412,101.683526
14.828645,101.683595
14.829924,101.683960
14.830149,101.684025
14.831668,101.684470
14.831737,101.684483
14.832353,101.684599
14.833260,101.684695
14.833914,101.684679
14.834624,101.684582
14.835189,101.684432
14.835986,101.684220
14.836146,101.684179
14.837046,101.683949
14.837117,101.683920
14.837575,101.683749
14.838356,101.683462
14.838418,101.683439
14.839096,101.683188
14.839602,101.683005
14.839760,101.682946
14.840427,101.682699
14.841065,101.682463
14.841394,101.682344
14.843556,101.681563
14.843939,101.681442
14.845423,101.680913
14.846820,101.680656
14.846887,101.680652
14.847297,101.680682
14.848385,101.680850
14.849184,101.681036
14.849293,101.681070
14.849348,101.681095
14.849464,101.681176
14.849584,101.681275
14.849703,101.681428
14.849968,101.681865
14.850048,101.682068
14.850092,101.682262
14.850163,101.682744
14.850302,101.683749
14.850334,101.684014
14.850344,101.684151
14.850496,101.684910
14.850714,101.685556
14.850725,101.685591
14.851034,101.686382
14.851474,101.687492
14.851497,101.687568
14.852293,101.689572
14.852341,101.689697
14.852359,101.689803
14.852399,101.690382
14.852463,101.691607
14.852477,101.691878
14.852674,101.692935
14.852798,101.693526
14.852829,101.693714
14.852911,101.694214
14.852949,101.694366
14.853012,101.694549
14.853229,101.694796
14.853677,101.695231
14.854864,101.696386
14.856485,101.697918
14.856549,101.697917
14.856717,101.697932
14.856967,101.698052
14.857048,101.698128
14.857230,101.698329
14.858026,101.699132
14.858612,101.699724
14.858684,101.699867
14.811261,101.713074
14.812161,101.713159
14.812410,101.713188
14.812801,101.713226
14.813196,101.713235
14.813652,101.713247
14.813688,101.715796
14.852341,101.689697
14.852447,101.689738
14.853834,101.690101
14.854972,101.690408
14.855527,101.690589
14.855993,101.690741
14.856177,101.690804
14.856324,101.690856
14.857200,101.691203
14.857712,101.691418
14.857940,101.691492
14.857990,101.691509
14.859086,101.691905
14.859608,101.692090
14.860120,101.692237
14.860649,101.692385
14.860862,101.692427
14.860968,101.692402
14.777497,101.712123
14.777144,101.712220
14.776211,101.712252
14.828770,101.697114
14.828814,101.698065
14.828796,101.699330
14.796909,101.695947
14.795848,101.696352
14.795457,101.696451
14.795132,101.696685
14.794803,101.697052
14.794427,101.697575
14.794002,101.698165
14.793610,101.698586
14.793026,101.699034
14.784862,101.703712
14.783462,101.704538
14.782757,101.705074
14.781564,101.706201
14.779892,101.707750
14.777480,101.709991
14.777355,101.710141
14.777241,101.710442
14.777134,101.710782
14.777013,101.710892
14.776906,101.710922
14.776605,101.711018
14.776231,101.711222
14.776211,101.712252
14.776172,101.712907
14.776162,101.713016
14.776034,101.713432
14.775946,101.713599
14.775902,101.713668
14.775578,101.713872
14.775479,101.714006
14.775381,101.714237
14.775280,101.714604
14.775311,101.714905
14.775457,101.715312
14.775651,101.715642
14.775744,101.715986
14.776138,101.717574
14.776294,101.718099
14.776553,101.719043
14.776734,101.719815
14.776854,101.720331
14.779362,101.719883
14.779379,101.719773
14.779481,101.719676
14.779621,101.719615
14.780913,101.719100
14.782601,101.718550
14.782945,101.718421
14.783153,101.718343
14.783457,101.718229
14.783911,101.718059
14.785028,101.717595
14.786199,101.717233
14.786493,101.717164
14.786834,101.717144
14.787487,101.717144
14.788732,101.717198
14.789105,101.717155
14.789513,101.717029
14.789766,101.716934
14.789995,101.716823
14.790426,101.716580
14.790872,101.716364
14.791214,101.716243
14.791388,101.716199
14.791567,101.716192
14.791906,101.716230
14.792788,101.716399
14.792923,101.716439
14.793584,101.716809
14.794375,101.717091
14.795254,101.717597
14.796159,101.718131
14.796877,101.718539
14.797068,101.718633
14.797300,101.718700
14.797710,101.718789
14.797902,101.718874
14.797997,101.718889
14.798089,101.718902
14.798183,101.718967
14.798324,101.718990
14.799394,101.719446
14.799805,101.719621
14.799900,101.719668
14.800236,101.719827
14.800744,101.720009
14.801698,101.720312
14.802445,101.720500
14.802751,101.720543
14.803018,101.720543
14.803638,101.720441
14.804623,101.720170
14.805498,101.719829
14.806449,101.719322
14.806857,101.719175
14.807248,101.719097
14.808578,101.719046
14.810652,101.719207
14.803775,101.540840
14.801973,101.540151
14.800532,101.538728
14.796653,101.531488
14.794240,101.529038
14.791823,101.527800
14.789219,101.527064
14.788612,101.528396
14.783512,101.527574
14.781686,101.528948
14.778366,101.526544
14.774217,101.525514
14.770067,101.531694
14.764921,101.524999
14.757950,101.532896
14.758946,101.541651
14.763760,101.544054
14.762930,101.548002
14.765868,101.552783
14.763096,101.561048
14.756456,101.564997
14.747989,101.573236
14.745665,101.578043
14.747076,101.591347
14.746184,101.596711
14.743079,101.598325
14.742890,101.598434
14.740851,101.599500
14.740131,101.600103
14.740051,101.600170
14.739962,101.600365
14.739977,101.600667
14.740266,101.601390
14.739944,101.601869
14.739352,101.600718
14.739408,101.600240
14.732670,101.603705
14.730476,101.604823
14.729820,101.605160
14.724706,101.607783
14.718853,101.605552
14.719019,101.600659
14.717976,101.599157
14.714454,101.599157
14.711631,101.601389
14.712881,101.603351
14.713219,101.604454
14.713574,101.605140
14.704990,101.611345
14.702167,101.618555
14.704723,101.622799
14.705770,101.624537
14.705962,101.627321
14.704215,101.627743
14.702958,101.628046
14.700955,101.630545
14.704230,101.632592
14.704784,101.632938
14.705151,101.633043
14.705331,101.632997
14.705588,101.632862
14.705731,101.633145
14.705604,101.633450
14.707314,101.634519
14.711631,101.638382
14.711790,101.639538
14.712122,101.641959
14.712291,101.643197
14.711415,101.643592
14.706701,101.644449
14.702508,101.644765
14.701697,101.644394
14.701197,101.643932
14.700340,101.643961
14.696895,101.650001
14.696117,101.656116
14.693497,101.651843
14.691374,101.650999
14.690876,101.654260
14.695847,101.657372
14.694021,101.662243
14.692157,101.663610
14.687542,101.670032
14.687708,101.681211
14.680755,101.683786
14.680195,101.685288
14.675586,101.686227
14.673519,101.689842
14.673448,101.689966
14.673184,101.690570
14.673459,101.690873
14.673760,101.691007
14.673740,101.691319
14.673201,101.691684
14.673102,101.692372
14.686718,101.697179
14.683304,101.693501
14.683206,101.693395
14.681917,101.692004
14.692487,101.684790
14.690689,101.681726
14.691077,101.681255
14.691272,101.681018
14.694762,101.676776
14.695292,101.675682
14.702716,101.655500
14.704637,101.652415
14.710419,101.649856
14.710843,101.649669
14.711223,101.649395
14.715450,101.646364
14.717142,101.643837
14.717447,101.643382
14.718438,101.641901
14.718812,101.636429
14.717465,101.631408
14.713707,101.617611
14.715367,101.617160
14.717940,101.616495
14.729081,101.613615
14.730338,101.613380
14.731173,101.612662
14.731819,101.612517
14.733171,101.611600
14.737320,101.610318
14.737469,101.610272
14.737895,101.610176
14.748176,101.607182
14.749017,101.606317
14.751678,101.603575
14.752686,101.602537
14.752957,101.602258
14.753372,101.601830
14.753468,101.601732
14.755792,101.593321
14.756100,101.590012
14.756326,101.587588
14.757120,101.579073
14.762680,101.574611
14.762953,101.574392
14.766747,101.571348
14.770233,101.563623
14.775545,101.547530
14.783450,101.546114
14.792122,101.544204
14.796682,101.550508
14.797336,101.551412
14.798435,101.552931
14.799323,101.552898
14.800427,101.552856
14.800773,101.553324
14.802931,101.553092
14.799064,101.618357
14.798939,101.619645
14.798317,101.620117
14.798071,101.619962
14.797749,101.619760
14.797362,101.619516
14.798441,101.618143
14.799064,101.618357
14.791844,101.619173
14.791904,101.619220
14.792046,101.619611
14.792041,101.619749
14.791761,101.620176
14.791574,101.620643
14.791512,101.621018
14.790900,101.621088
14.790578,101.620965
14.789354,101.620761
14.789188,101.620219
14.789728,101.620063
14.789961,101.620117
14.790651,101.619838
14.790765,101.619441
14.790703,101.619066
14.790838,101.619012
14.791393,101.619108
14.791657,101.619248
14.791844,101.619173
14.793006,101.616587
14.793177,101.616610
14.793522,101.616412
14.793580,101.616571
14.793557,101.616789
14.793390,101.616792
14.793192,101.617041
14.792943,101.617977
14.792674,101.618583
14.792549,101.618679
14.792155,101.618443
14.791927,101.618014
14.792113,101.616662
14.792383,101.616212
14.792508,101.616062
14.792777,101.616201
14.793006,101.616587
14.788306,101.619001
14.788028,101.619292
14.787407,101.620077
14.787472,101.620509
14.787352,101.620728
14.787072,101.620761
14.784862,101.620761
14.784748,101.620675
14.784770,101.620254
14.784730,101.619983
14.784691,101.619806
14.785008,101.619602
14.785215,101.619527
14.785812,101.619459
14.785962,101.619316
14.786056,101.619117
14.786367,101.619125
14.786824,101.619098
14.786971,101.618958
14.786891,101.618636
14.786937,101.618529
14.787519,101.618557
14.787758,101.618628
14.788091,101.618770
14.788260,101.618883
14.788306,101.619001
14.737033,101.791847
14.737108,101.792916
14.736651,101.793291
14.736287,101.792660
14.736071,101.792556
14.735587,101.792452
14.735488,101.791579
14.735354,101.791464
14.735064,101.791469
14.734693,101.791715
14.732992,101.790693
14.731147,101.794172
14.731399,101.796729
14.729074,101.793821
14.730729,101.793227
14.730610,101.792265
14.729673,101.792636
14.727892,101.788425
14.725463,101.785603
14.724855,101.784673
14.724747,101.784509
14.724747,101.777685
14.728898,101.775968
14.734787,101.776054
14.734792,101.776054
14.736991,101.778629
14.739938,101.779745
14.741064,101.779207
14.743175,101.778200
14.744296,101.776880
14.745767,101.776296
14.745730,101.776475
14.745797,101.776996
14.745992,101.777032
14.745302,101.778683
14.744156,101.778066
14.743385,101.779967
14.744608,101.780451
14.745624,101.781172
14.748913,101.781226
14.749361,101.782294
14.747505,101.782263
14.742356,101.781344
14.741733,101.783393
14.738029,101.783607
14.738264,101.785755
14.738273,101.785833
14.738300,101.786213
14.738382,101.787374
14.738444,101.788242
14.735994,101.786176
14.734253,101.785484
14.733879,101.785255
14.730591,101.783238
14.729070,101.781546
14.728068,101.780432
14.726130,101.783152
14.728981,101.784809
14.730979,101.785883
14.733131,101.787041
14.734709,101.790045
14.734435,101.790869
14.735240,101.791274
14.736483,101.790860
14.737033,101.791847
14.771208,101.749661
14.771021,101.749535
14.771186,101.748852
14.770936,101.747999
14.771016,101.747238
14.770677,101.747046
14.770582,101.746748
14.770641,101.746496
14.770841,101.746507
14.771117,101.746506
14.771213,101.746055
14.771238,101.745411
14.771247,101.745022
14.771390,101.744804
14.771675,101.744710
14.771997,101.743449
14.772308,101.742816
14.772601,101.742767
14.773351,101.742095
14.774227,101.741609
14.774902,101.741368
14.775586,101.741357
14.776172,101.741368
14.779414,101.742258
14.780379,101.742795
14.780773,101.743031
14.781012,101.743042
14.781058,101.742811
14.781123,101.742438
14.781446,101.742380
14.781794,101.742309
14.782487,101.742466
14.782688,101.742673
14.782664,101.743120
14.782383,101.743451
14.782200,101.743895
14.782454,101.744318
14.782501,101.744702
14.782214,101.744744
14.782153,101.744958
14.782538,101.745795
14.782896,101.746127
14.783221,101.747409
14.783462,101.748949
14.783280,101.749176
14.782939,101.749140
14.782292,101.748714
14.782113,101.748866
14.781796,101.749113
14.781762,101.749409
14.781914,101.749597
14.782188,101.749723
14.782179,101.749958
14.782051,101.750440
14.782484,101.751324
14.782722,101.751231
14.782841,101.751398
14.783440,101.752533
14.783677,101.752951
14.784086,101.752963
14.784218,101.753098
14.784412,101.754263
14.784234,101.754418
14.784044,101.754597
14.784080,101.755085
14.784274,101.757246
14.784124,101.758094
14.783574,101.758073
14.782894,101.757776
14.782939,101.757394
14.782906,101.757144
14.780183,101.756345
14.780050,101.756419
14.780198,101.756912
14.779872,101.757124
14.779664,101.757486
14.779321,101.757558
14.779259,101.757107
14.778439,101.756998
14.778512,101.756739
14.778700,101.756520
14.778949,101.756470
14.778910,101.756156
14.778624,101.755827
14.778674,101.755512
14.778939,101.755440
14.779179,101.755125
14.779370,101.754967
14.779170,101.754221
14.778730,101.753373
14.778014,101.753052
14.777692,101.752837
14.777101,101.751335
14.776665,101.750348
14.776341,101.750051
14.775702,101.750160
14.775051,101.750365
14.773777,101.750269
14.773336,101.750062
14.772871,101.749990
14.772603,101.749975
14.772876,101.750476
14.772846,101.751155
14.772852,101.752117
14.773041,101.752319
14.773095,101.752592
14.773391,101.752664
14.773539,101.752850
14.773468,101.753286
14.773453,101.753827
14.773218,101.754097
14.772872,101.754103
14.772595,101.753870
14.772311,101.753968
14.772232,101.754317
14.771569,101.754514
14.771466,101.754204
14.771249,101.753470
14.771921,101.753125
14.772012,101.752910
14.772028,101.752650
14.771789,101.752034
14.771518,101.751960
14.771475,101.751598
14.771224,101.750874
14.771509,101.749769
14.771208,101.749661
14.757618,101.660097
14.762342,101.662440
14.773885,101.668165
14.779030,101.674516
14.783130,101.687022
14.779823,101.694485
14.779852,101.693631
14.780076,101.693043
14.780466,101.692017
14.777885,101.689052
14.775025,101.696357
14.770720,101.694428
14.769916,101.696231
14.772889,101.701811
14.771577,101.701905
14.768311,101.697309
14.764299,101.698935
14.764712,101.701046
14.761786,101.704795
14.761654,101.704964
14.761489,101.705175
14.761836,101.708615
14.761939,101.709641
14.762017,101.710414
14.762465,101.714865
14.759423,101.719041
14.759346,101.720608
14.759227,101.723060
14.756061,101.725929
14.754565,101.724951
14.748981,101.721300
14.748840,101.721208
14.748124,101.721487
14.746376,101.724459
14.746311,101.725495
14.740749,101.728544
14.740625,101.728608
14.740046,101.728905
14.739510,101.729628
14.737469,101.730049
14.740727,101.724985
14.741419,101.724446
14.747865,101.719427
14.749453,101.718484
14.752451,101.716702
14.752626,101.716012
14.753966,101.710737
14.756248,101.708377
14.757618,101.705416
14.753966,101.695609
14.754007,101.693228
14.754530,101.692239
14.754803,101.691465
14.754645,101.691119
14.754453,101.690041
14.753530,101.689988
14.752318,101.689318
14.750547,101.689657
14.747906,101.694354
14.747469,101.695132
14.747294,101.695443
14.747889,101.697917
14.748342,101.699804
14.747076,101.702304
14.746039,101.701553
14.744171,101.703527
14.741225,101.702583
14.741598,101.698206
14.745271,101.699794
14.745361,101.698763
14.745665,101.695288
14.746412,101.695438
14.746873,101.695009
14.747141,101.694140
14.746693,101.693169
14.745743,101.691825
14.745746,101.688020
14.745207,101.687899
14.744938,101.687366
14.744804,101.687100
14.744114,101.686687
14.743948,101.686730
14.739232,101.687928
14.738817,101.685567
14.739618,101.685134
14.740752,101.685088
14.744703,101.684480
14.745333,101.684645
14.746910,101.684902
14.747429,101.682585
14.746630,101.681597
14.744571,101.678336
14.743445,101.677649
14.746744,101.671426
14.747319,101.674738
14.747342,101.674868
14.748002,101.676034
14.749268,101.678267
14.751264,101.679825
14.751970,101.681802
14.752304,101.683994
14.752588,101.684976
14.752880,101.685980
14.753746,101.685949
14.754270,101.686488
14.755396,101.687645
14.756497,101.690245
14.757696,101.690586
14.760040,101.690791
14.760246,101.690809
14.764042,101.691142
14.764255,101.690891
14.764374,101.690750
14.765403,101.689538
14.765721,101.689163
14.767079,101.687563
14.771864,101.694833
14.774715,101.690996
14.773940,101.688870
14.770897,101.680525
14.764589,101.681040
14.765508,101.678701
14.769133,101.678744
14.764257,101.667242
14.756642,101.664624
14.754412,101.665365
14.754770,101.673996
14.755460,101.676405
14.752472,101.674516
14.753591,101.670319
14.753684,101.669972
14.753800,101.669538
14.753219,101.660998
14.757078,101.655162
14.750977,101.640699
14.756690,101.647160
14.755929,101.647620
14.757032,101.650037
14.758433,101.653108
14.761601,101.652715
14.764499,101.652982
14.764457,101.653355
14.761374,101.653273
14.760627,101.655934
14.757618,101.660097
14.830894,101.658724
14.838361,101.660440
14.843173,101.660269
14.846077,101.661299
14.849644,101.661041
14.850341,101.662732
14.848795,101.663469
14.848959,101.664113
14.849432,101.664535
14.850576,101.664081
14.850630,101.664430
14.851556,101.665793
14.851909,101.667005
14.852382,101.671427
14.848682,101.671487
14.847106,101.673804
14.843953,101.672431
14.839522,101.671512
14.841298,101.678954
14.837946,101.676748
14.836652,101.682215
14.835374,101.680439
14.833665,101.680756
14.832138,101.678035
14.829433,101.678611
14.828819,101.671427
14.827409,101.663873
14.826579,101.661556
14.828487,101.658638
14.830894,101.658724
14.820024,101.656664
14.821684,101.672113
14.820356,101.676405
14.820522,101.681040
14.824505,101.685674
14.817535,101.683958
14.814382,101.677435
14.814050,101.668508
14.811892,101.661985
14.811229,101.656492
14.814382,101.652887
14.817983,101.653548
14.820024,101.656664
14.842552,101.617217
14.842860,101.618070
14.843049,101.618882
14.843141,101.619822
14.842989,101.618464
14.843035,101.618662
14.842973,101.618678
14.842926,101.618480
14.842989,101.618464
14.842989,101.618464
14.843035,101.618662
14.843051,101.618729
14.843098,101.618718
14.843035,101.618452
14.842989,101.618464
14.843002,101.618163
14.843201,101.618137
14.843388,101.618118
14.844212,101.618083
14.844245,101.618079
14.844264,101.618066
14.844280,101.618040
14.844292,101.617991
14.844341,101.617726
14.844358,101.617601
14.844366,101.617494
14.844376,101.617258
14.844382,101.616916
14.844378,101.616862
14.844372,101.616818
14.844355,101.616775
14.844286,101.616679
14.844262,101.616628
14.844247,101.616567
14.844170,101.616152
14.845019,101.617402
14.844376,101.617258
14.843688,101.617159
14.843226,101.620161
14.843369,101.619939
14.843389,101.619899
14.843390,101.619848
14.843371,101.619773
14.843232,101.619225
14.843116,101.618701
14.843002,101.618163
14.842917,101.617888
14.842833,101.617573
14.842694,101.617038
14.842661,101.616969
14.842532,101.616812
14.846917,101.616048
14.846722,101.616905
14.846164,101.617744
14.845597,101.618467
14.845192,101.619307
14.844497,101.619767
14.843328,101.620059
14.842426,101.615737
14.843914,101.615741
14.845516,101.615291
14.846301,101.615344
14.846917,101.616048
14.842704,101.616280
14.842796,101.616749
14.842532,101.616812
14.842468,101.616829
14.843232,101.619225
14.843463,101.619078
14.843525,101.619044
14.843603,101.619013
14.843666,101.618998
14.843737,101.618985
14.843800,101.618988
14.843867,101.619004
14.843950,101.619044
14.844010,101.619066
14.844042,101.619068
14.844089,101.619057
14.844127,101.619038
14.844164,101.619012
14.844200,101.618970
14.844261,101.618877
14.844287,101.618834
14.844348,101.618738
14.844387,101.618679
14.844427,101.618641
14.844482,101.618610
14.844559,101.618573
14.844563,101.618539
14.844620,101.618513
14.844639,101.618456
14.844649,101.618383
14.844679,101.618061
14.844695,101.617955
14.844719,101.617889
14.844755,101.617840
14.844865,101.617693
14.844920,101.617598
14.844925,101.617576
14.844972,101.617500
14.844986,101.617483
14.845019,101.617402
14.845180,101.617143
14.845291,101.616872
14.845326,101.616755
14.845347,101.616663
14.845363,101.616533
14.845386,101.616380
14.845412,101.616226
14.845464,101.615961
14.844406,101.621637
14.844478,101.621911
14.844358,101.621945
14.844326,101.621824
14.844042,101.621904
14.844002,101.621751
14.844406,101.621637
14.843579,101.621579
14.844134,101.621641
14.844217,101.621937
14.843767,101.622332
14.846127,101.617618
14.846148,101.617587
14.846169,101.617534
14.846184,101.617450
14.846181,101.617395
14.846163,101.617324
14.846136,101.617221
14.846105,101.617097
14.846033,101.616793
14.845961,101.616513
14.845921,101.616384
14.845910,101.616258
14.845910,101.616019
14.895131,101.723028
14.895155,101.723105
14.895421,101.723858
14.895592,101.724411
14.895700,101.724803
14.895737,101.725108
14.895769,101.725917
14.895778,101.726283
14.895767,101.727072
14.895763,101.727388
14.895747,101.727538
14.895555,101.728230
14.895555,101.728740
14.895509,101.729116
14.895514,101.729368
14.895643,101.729958
14.895654,101.730228
14.897390,101.732350
14.897126,101.732305
14.895816,101.732083
14.899227,101.738929
14.899967,101.738771
14.899999,101.738714
14.900004,101.738645
14.899979,101.738504
14.899885,101.737979
14.899871,101.737922
14.899818,101.737813
14.899411,101.737086
14.899346,101.736971
14.899175,101.736762
14.899061,101.736477
14.898889,101.736202
14.898484,101.735615
14.898392,101.735490
14.898204,101.735293
14.898071,101.735152
14.897889,101.734900
14.897803,101.734758
14.897677,101.734549
14.897297,101.733986
14.896831,101.733423
