x,y
14.872037,101.733852
14.871979,101.733895
14.871887,101.733929
14.871838,101.733852
14.872742,101.734110
14.872734,101.734024
14.872642,101.734024
14.872634,101.733895
14.872501,101.733895
14.872501,101.734212
14.872609,101.734221
14.872618,101.734127
14.872742,101.734110
14.872467,101.730157
14.872688,101.730137
14.872945,101.730133
14.873235,101.730128
14.873421,101.730135
14.873485,101.730143
14.873551,101.730155
14.873676,101.730180
14.873891,101.730219
14.874542,101.730343
14.872211,101.729435
14.872414,101.729398
14.872601,101.729378
14.872789,101.729343
14.873256,101.729259
14.873503,101.729275
14.873849,101.729337
14.874079,101.729387
14.874857,101.729591
14.871626,101.728061
14.871848,101.728089
14.872005,101.728110
14.872876,101.728202
14.873298,101.728249
14.873551,101.728262
14.874348,101.728370
14.875302,101.728468
14.876622,101.722078
14.876582,101.722187
14.876520,101.722426
14.876487,101.722535
14.876489,101.723042
14.876458,101.723168
14.876386,101.723633
14.876348,101.723848
14.876289,101.724176
14.876272,101.724420
14.876265,101.724724
14.876116,101.725222
14.876034,101.725538
14.876043,101.725759
14.876056,101.725960
14.876047,101.726180
14.876041,101.726332
14.875996,101.726536
14.875928,101.726727
14.875857,101.726934
14.875712,101.727285
14.875614,101.727642
14.875439,101.728147
14.875422,101.728212
14.875302,101.728468
14.875198,101.728770
14.874986,101.729293
14.874966,101.729345
14.874857,101.729591
14.874650,101.730067
14.874542,101.730343
14.875857,101.726934
14.875792,101.726930
14.875344,101.726820
14.874969,101.726719
14.874643,101.726726
14.874547,101.726726
14.874462,101.726720
14.873778,101.726693
14.873139,101.726678
14.872922,101.726673
14.872729,101.726692
14.872396,101.726725
14.872035,101.726767
14.871673,101.726337
14.871609,101.726226
14.871574,101.725918
14.871531,101.725531
14.871302,101.724987
14.871282,101.724918
14.871251,101.724840
14.871243,101.724694
14.871341,101.724268
14.871434,101.723738
14.871479,101.723221
14.871489,101.723147
14.874550,101.725794
14.874660,101.725791
14.875247,101.725766
14.875638,101.725747
14.876003,101.725764
14.876043,101.725759
14.874526,101.725341
14.874569,101.725338
14.875080,101.725346
